escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,separacion_lineas_m,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D1 tapado,4,1,Tiki taka,Juego directo,77113,true,6.0,0.0,6.0,12.0,43.2876712328767,34.0,16.0,52.0,4.0,1.0,0.0,4.0,0.0,964.0,92.2469090909091,0.0,964.0,57.4367088607595,34.4398340248963,32.0,2.8359375,7.0,37.1508629877082,15225.2243123116,557.673,601.288
D1 tapado,4,1,Tiki taka,Juego directo,77126,true,7.0,0.0,7.0,10.0,43.5530085959885,45.0,5.0,56.0,1.0,0.0,1.0,0.0,0.0,963.0,94.9305454545454,0.0,963.0,48.1994459833795,25.0259605399792,22.0,3.95454545454545,4.0,40.1591862113112,18002.6394443761,610.314,630.517
D1 tapado,4,1,Tiki taka,Juego directo,77139,true,3.0,0.0,3.0,12.0,43.1072210065646,39.0,20.0,58.0,1.0,0.0,1.0,1.0,0.0,960.0,91.9327272727273,0.0,960.0,60.9919571045576,22.2916666666667,36.0,3.15972222222222,9.0,36.5338165118472,17813.5247049317,734.835,709.127
D1 tapado,4,1,Tiki taka,Juego directo,77152,true,5.0,0.0,5.0,8.0,45.0094161958569,53.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,963.0,90.8821818181818,0.0,963.0,65.1533742331288,15.3686396677051,26.0,5.10576923076923,1.0,36.7684056975461,19437.5007045492,697.226,796.182
D1 tapado,4,1,Tiki taka,Juego directo,77165,true,6.0,0.0,6.0,10.0,54.1371158392435,45.0,18.0,59.0,3.0,0.0,0.0,1.0,0.0,970.0,92.1912727272727,0.0,970.0,58.7988826815642,26.1855670103093,35.0,3.00714285714286,11.0,38.8517609535409,17056.072038477,613.458,717.057
D1 tapado,4,1,Tiki taka,Juego directo,77178,true,5.0,0.0,5.0,12.0,49.5073891625616,37.0,11.0,51.0,6.0,0.0,0.0,3.0,1.0,984.0,91.5792727272727,0.0,984.0,59.1111111111111,31.4024390243902,29.0,3.43965517241379,3.0,37.3398547358558,15195.3361606604,600.386,677.154
D1 tapado,4,1,Tiki taka,Juego directo,77191,true,1.0,1.0,0.0,6.0,49.0196078431373,49.0,22.0,61.0,1.0,0.0,0.0,1.0,0.0,976.0,92.7050909090909,0.0,976.0,57.5620767494357,9.22131147540984,37.0,3.44594594594595,8.0,41.4568299635514,21477.3487781687,753.959,806.459
D1 tapado,4,1,Tiki taka,Juego directo,77204,true,5.0,1.0,4.0,10.0,52.7716186252772,45.0,22.0,61.0,3.0,0.0,0.0,2.0,0.0,975.0,92.2763636363636,0.0,975.0,60.4026845637584,23.5897435897436,38.0,2.96052631578947,7.0,38.6489240907926,18322.9292323727,806.579,728.469
D1 tapado,4,1,Tiki taka,Juego directo,77217,true,2.0,0.0,2.0,7.0,48.0331262939959,40.0,23.0,54.0,1.0,0.0,0.0,1.0,0.0,1007.0,91.1963636363636,0.0,1007.0,59.3556381660471,19.8609731876862,40.0,2.99375,6.0,39.5133423512233,18966.0578930384,681.844,763.544
D1 tapado,4,1,Tiki taka,Juego directo,77230,true,3.0,1.0,2.0,7.0,47.8260869565217,27.0,22.0,46.0,6.0,0.0,0.0,3.0,0.0,1001.0,89.704,0.0,1001.0,59.7364568081991,31.7682317682318,38.0,2.68421052631579,6.0,39.7165907787293,15547.3905155536,648.764,633.496
